UTBED	-30.96361	-67.20000	UM529-LIMITE FIR DOZ CBA
UTBUB	-26.63611	-53.73611	UL216-R563
UTKES	-27.55944	-55.96778	IAC POS
UTLEP	-42.89722	-65.40417	IAC DRY
UTLIX	-31.40083	-68.53417	IAC JUA-STAR JUA
UTNOS	-52.83806	-66.90278	T662-UT662
UTNUM	-32.74000	-60.64694	IAC ROS-SID ROS
UTPOR	-38.94806	-68.38833	IAC NEU
UTRAX	-31.88611	-63.36472	W24-UW24-SID CBA-TMA CBA
UTRET	-35.46972	-64.76361	W68
UTRUN	-49.21722	-68.47000	UP664
VADEK	-25.03444	-65.52528	IAC SAL
VADON	-32.92500	-67.39444	W64
VADUN	-26.23028	-64.07611	UT672-UZ112
VAKAP	-39.78028	-64.71944	T661-UT700
VAKAR	-30.59528	-64.22722	STAR CBA
VAKUX	-32.56444	-65.76028	UW57-UT685
VALOS	-35.45778	-59.35056	W22-UW22-STAR AER EZE-TMA BAIRES
VANAR	-34.32444	-58.76222	IAC AER FDO PAL-STAR AER EZE
VAPES	-31.67750	-61.55417	W6-UW6-UZ111-TMA PAR
VAROR	-32.73750	-68.79139	IAC DOZ
VARUL	-40.72250	-63.23278	IAC VIE
VASAL	-33.33750	-60.48167	W20-SID ROS-TMA ROS
VERAS	-34.59361	-58.17417	IAC AER-STAR AER
VINOS	-24.77583	-61.92306	UM799-UM789-M789
VOTRA	-37.06389	-58.02944	W29-UW29-STAR MDP-TMA MDP
VUBLI	-38.66250	-61.78222	IAC BCA
VUDUB	-41.05778	-71.42500	IAC BAR
VUGDU	-36.47833	-69.84306	Z122-UZ122 W44 UW44 UZ108
VUGLA	-25.59056	-53.04806	STAR IGU
VUGMA	-33.20222	-66.16250	UT670-UT685
VUKEL	-41.22944	-70.93167	IAC BAR
VUKMI	-34.28278	-58.50167	IAC FDO
VUKNA	-45.11083	-68.27472	W50-UW50-STAR CRV-SID CRV-TMA CRV
VUKSO	-32.42722	-60.96750	T672-SID ROS-STAR ROS-TMA ROS-TMA PAR
VULAR	-51.62028	-69.55389	IAC GAL
VULDA	-34.60944	-68.19444	IAC SRA
VULEB	-43.17667	-65.14917	IAC TRE
VULEK	-28.98278	-62.88917	UT680-W8
VULRA	-46.14750	-67.86833	SID CRV
VUMER	-27.61917	-64.12389	IAC SDE
VUMGO	-28.29306	-58.63972	Z120-TMA SIS
VUMKI	-33.16056	-61.01111	W72-SID ROS-TMA ROS
VUMPO	-43.43972	-65.24361	STAR TRE
VUMUD	-35.07306	-64.02778	UT700-UT688
VUNIL	-45.83417	-67.11611	STAR CRV-IAC CRV
VUNSO	-41.86528	-66.21583	UT110-UT106
VUNUD	-27.74028	-64.50750	SID SDE
VUNUK	-53.78167	-67.90500	IAC GRA
VUPAN	-34.80139	-58.65167	IAC EZE
VUPNI	-45.02278	-62.46111	UT662
VUPRO	-28.27917	-64.30250	W6-SID SDE-TMA SDE
VURAK	-32.04444	-65.46472	UT653-UT685
VURGI	-58.00028	-57.68917	UT103
VUROT	-31.77472	-63.80556	UW15-UT652-UZ113
VURPI	-43.35167	-65.45806	STAR TRE-IAC TRE
VURSI	-32.83833	-68.41556	SID DOZ
VURTA	-33.30667	-64.63722	W65-IAC TRC-TMA TRC-TMA RYD
VUSAB	-27.00028	-65.25722	IAC TUC-STAR TUC
VUSAP	-36.37389	-61.21111	UT654-UT688
VUSDI	-30.38306	-61.07250	UL417-UM400
VUSDO	-50.26833	-71.85528	IAC ECA
VUSPO	-32.72611	-60.74444	IAC ROS
VUTRO	-40.82222	-63.22278	IAC VIE
VUVLA	-42.83556	-65.10611	SID TRE
VUVPU	-43.13306	-67.12361	UT110-UW40
XIXOS	-36.13194	-64.00611	W62-SID OSA-TMA OSA
XODIK	-38.15528	-60.42083	UW18-UT694
XOGIV	-32.99861	-68.80278	STAR DOZ
XOLUD	-46.05361	-68.62139	TMA CRV-Z123
XONOM	-31.00667	-67.99861	STAR JUA
XOPEB	-34.55806	-58.71250	IAC FDO
XOPIS	-33.75500	-61.55250	W72-W10-UW10-UT705
ZARZA	-36.49611	-64.25278	IAC OSA
